"","permutation","TF","weighted_meanDifference","weighted_CD","TFBS","weighted_Tstat","variance","pvalue"
"5367",10,"MA0821.1",-0.00392,0.0872,7203,NA,NA,0.769230769230769
"5368",11,"MA0821.1",0.000822,0.0559,7203,NA,NA,0.769230769230769
"5369",12,"MA0821.1",0.0000947,0.013,7203,NA,NA,0.769230769230769
"5370",0,"MA0822.1",0.00384,0.0553,7605,NA,NA,0.0769230769230769
"5371",1,"MA0822.1",-0.0025,0.0456,7605,NA,NA,0.0769230769230769
"5372",2,"MA0822.1",0.0034,0.0577,7605,NA,NA,0.0769230769230769
"5373",3,"MA0822.1",0.000653,0.038,7605,NA,NA,0.0769230769230769
"5374",4,"MA0822.1",-0.00252,0.0749,7605,NA,NA,0.0769230769230769
"5375",5,"MA0822.1",-0.00282,0.0537,7605,NA,NA,0.0769230769230769
"5376",6,"MA0822.1",0.00135,0.0387,7605,NA,NA,0.0769230769230769
"5377",7,"MA0822.1",-0.00336,0.0482,7605,NA,NA,0.0769230769230769
"5378",8,"MA0822.1",0.0022,0.056,7605,NA,NA,0.0769230769230769
"5379",9,"MA0822.1",-0.000112,0.0297,7605,NA,NA,0.0769230769230769
"5380",10,"MA0822.1",-0.0038,0.0875,7605,NA,NA,0.0769230769230769
"5381",11,"MA0822.1",0.000493,0.0479,7605,NA,NA,0.0769230769230769
"5382",12,"MA0822.1",-0.000391,0.0323,7605,NA,NA,0.0769230769230769
"5383",0,"MA0823.1",-0.0188,0.0592,7167,NA,NA,0.0769230769230769
"5384",1,"MA0823.1",0.0015,0.0407,7167,NA,NA,0.0769230769230769
"5385",2,"MA0823.1",0.00218,0.0418,7167,NA,NA,0.0769230769230769
"5386",3,"MA0823.1",0.000745,0.0384,7167,NA,NA,0.0769230769230769
"5387",4,"MA0823.1",-0.00415,0.0919,7167,NA,NA,0.0769230769230769
"5388",5,"MA0823.1",-0.00144,0.0374,7167,NA,NA,0.0769230769230769
"5389",6,"MA0823.1",0.000836,0.0177,7167,NA,NA,0.0769230769230769
"5390",7,"MA0823.1",-0.000437,0.0348,7167,NA,NA,0.0769230769230769
"5391",8,"MA0823.1",-0.000367,0.0361,7167,NA,NA,0.0769230769230769
"5392",9,"MA0823.1",0.00243,0.0532,7167,NA,NA,0.0769230769230769
"5393",10,"MA0823.1",-0.00389,0.0886,7167,NA,NA,0.0769230769230769
"5394",11,"MA0823.1",0.00333,0.0552,7167,NA,NA,0.0769230769230769
"5395",12,"MA0823.1",-0.000433,0.0184,7167,NA,NA,0.0769230769230769
"5396",0,"MA0825.1",-0.0409,0.0941,7161,NA,NA,0.0769230769230769
"5397",1,"MA0825.1",0.00525,0.0678,7161,NA,NA,0.0769230769230769
"5398",2,"MA0825.1",0.000484,0.0356,7161,NA,NA,0.0769230769230769
"5399",3,"MA0825.1",-0.000369,0.0264,7161,NA,NA,0.0769230769230769
"5400",4,"MA0825.1",-0.00569,0.125,7161,NA,NA,0.0769230769230769
"5401",5,"MA0825.1",-0.000822,0.0358,7161,NA,NA,0.0769230769230769
"5402",6,"MA0825.1",0.000719,0.0176,7161,NA,NA,0.0769230769230769
"5403",7,"MA0825.1",0.00202,0.0571,7161,NA,NA,0.0769230769230769
"5404",8,"MA0825.1",-0.00201,0.063,7161,NA,NA,0.0769230769230769
"5405",9,"MA0825.1",0.00292,0.0379,7161,NA,NA,0.0769230769230769
"5406",10,"MA0825.1",-0.00383,0.0841,7161,NA,NA,0.0769230769230769
"5407",11,"MA0825.1",0.00703,0.0947,7161,NA,NA,0.0769230769230769
"5408",12,"MA0825.1",-0.000131,0.0211,7161,NA,NA,0.0769230769230769
"5409",0,"MA0826.1",0.0643,0.116,2280,NA,NA,0.0769230769230769
"5410",1,"MA0826.1",-0.00585,0.0555,2280,NA,NA,0.0769230769230769
"5411",2,"MA0826.1",0.00306,0.0478,2280,NA,NA,0.0769230769230769
"5412",3,"MA0826.1",0.00588,0.0976,2280,NA,NA,0.0769230769230769
"5413",4,"MA0826.1",0.00716,0.131,2280,NA,NA,0.0769230769230769
"5414",5,"MA0826.1",0.00378,0.067,2280,NA,NA,0.0769230769230769
"5415",6,"MA0826.1",-0.00742,0.132,2280,NA,NA,0.0769230769230769
"5416",7,"MA0826.1",-0.014,0.143,2280,NA,NA,0.0769230769230769
"5417",8,"MA0826.1",0.0102,0.14,2280,NA,NA,0.0769230769230769
"5418",9,"MA0826.1",0.0107,0.116,2280,NA,NA,0.0769230769230769
"5419",10,"MA0826.1",-0.00447,0.0808,2280,NA,NA,0.0769230769230769
"5420",11,"MA0826.1",-0.00978,0.103,2280,NA,NA,0.0769230769230769
"5421",12,"MA0826.1",0.00634,0.121,2280,NA,NA,0.0769230769230769
"5422",0,"MA0827.1",0.0334,0.0669,1416,NA,NA,0.0769230769230769
"5423",1,"MA0827.1",-0.00176,0.043,1416,NA,NA,0.0769230769230769
"5424",2,"MA0827.1",0.000882,0.0716,1416,NA,NA,0.0769230769230769
"5425",3,"MA0827.1",0.00181,0.067,1416,NA,NA,0.0769230769230769
"5426",4,"MA0827.1",0.00601,0.121,1416,NA,NA,0.0769230769230769
"5427",5,"MA0827.1",0.00386,0.0679,1416,NA,NA,0.0769230769230769
"5428",6,"MA0827.1",-0.00517,0.106,1416,NA,NA,0.0769230769230769
"5429",7,"MA0827.1",-0.00844,0.0938,1416,NA,NA,0.0769230769230769
"5430",8,"MA0827.1",0.00816,0.127,1416,NA,NA,0.0769230769230769
"5431",9,"MA0827.1",0.00549,0.097,1416,NA,NA,0.0769230769230769
"5432",10,"MA0827.1",-0.00253,0.0528,1416,NA,NA,0.0769230769230769
"5433",11,"MA0827.1",-0.0047,0.0692,1416,NA,NA,0.0769230769230769
"5434",12,"MA0827.1",0.00465,0.0924,1416,NA,NA,0.0769230769230769
"5435",0,"MA0828.1",-0.109,0.229,3526,NA,NA,0.0769230769230769
"5436",1,"MA0828.1",0.0216,0.229,3526,NA,NA,0.0769230769230769
"5437",2,"MA0828.1",-0.00768,0.128,3526,NA,NA,0.0769230769230769
"5438",3,"MA0828.1",-0.00452,0.101,3526,NA,NA,0.0769230769230769
"5439",4,"MA0828.1",-0.00441,0.105,3526,NA,NA,0.0769230769230769
"5440",5,"MA0828.1",0.00868,0.162,3526,NA,NA,0.0769230769230769
"5441",6,"MA0828.1",-0.000558,0.0591,3526,NA,NA,0.0769230769230769
"5442",7,"MA0828.1",0.0163,0.214,3526,NA,NA,0.0769230769230769
"5443",8,"MA0828.1",-0.0118,0.198,3526,NA,NA,0.0769230769230769
"5444",9,"MA0828.1",0.00224,0.0447,3526,NA,NA,0.0769230769230769
"5445",10,"MA0828.1",-0.00029,0.0697,3526,NA,NA,0.0769230769230769
"5446",11,"MA0828.1",0.0121,0.158,3526,NA,NA,0.0769230769230769
"5447",12,"MA0828.1",-0.00207,0.0769,3526,NA,NA,0.0769230769230769
"5448",0,"MA0829.2",-0.0764,0.153,2506,NA,NA,0.0769230769230769
"5449",1,"MA0829.2",0.0121,0.126,2506,NA,NA,0.0769230769230769
"5450",2,"MA0829.2",-0.00327,0.0571,2506,NA,NA,0.0769230769230769
"5451",3,"MA0829.2",-0.00329,0.0835,2506,NA,NA,0.0769230769230769
"5452",4,"MA0829.2",-0.00442,0.108,2506,NA,NA,0.0769230769230769
"5453",5,"MA0829.2",0.00356,0.0641,2506,NA,NA,0.0769230769230769
"5454",6,"MA0829.2",0.00167,0.0605,2506,NA,NA,0.0769230769230769
"5455",7,"MA0829.2",0.0118,0.144,2506,NA,NA,0.0769230769230769
"5456",8,"MA0829.2",-0.00748,0.122,2506,NA,NA,0.0769230769230769
"5457",9,"MA0829.2",0.000322,0.0287,2506,NA,NA,0.0769230769230769
"5458",10,"MA0829.2",0.000736,0.0735,2506,NA,NA,0.0769230769230769
"5459",11,"MA0829.2",0.00979,0.132,2506,NA,NA,0.0769230769230769
"5460",12,"MA0829.2",-0.0029,0.0772,2506,NA,NA,0.0769230769230769
"5461",0,"MA0830.2",0.0143,0.133,7325,NA,NA,0.0769230769230769
"5462",1,"MA0830.2",-0.0113,0.128,7325,NA,NA,0.0769230769230769
"5463",2,"MA0830.2",0.00922,0.155,7325,NA,NA,0.0769230769230769
"5464",3,"MA0830.2",-0.00193,0.1,7325,NA,NA,0.0769230769230769
"5465",4,"MA0830.2",-0.00563,0.163,7325,NA,NA,0.0769230769230769
"5466",5,"MA0830.2",-0.0106,0.186,7325,NA,NA,0.0769230769230769
"5467",6,"MA0830.2",0.00926,0.193,7325,NA,NA,0.0769230769230769
"5468",7,"MA0830.2",-0.00254,0.135,7325,NA,NA,0.0769230769230769
"5469",8,"MA0830.2",0.0034,0.127,7325,NA,NA,0.0769230769230769
"5470",9,"MA0830.2",-0.0113,0.132,7325,NA,NA,0.0769230769230769
"5471",10,"MA0830.2",-0.00314,0.0799,7325,NA,NA,0.0769230769230769
"5472",11,"MA0830.2",0.000696,0.122,7325,NA,NA,0.0769230769230769
"5473",12,"MA0830.2",-0.00631,0.144,7325,NA,NA,0.0769230769230769
"5474",0,"MA0831.2",-0.088,0.182,4663,NA,NA,0.0769230769230769
"5475",1,"MA0831.2",0.0189,0.2,4663,NA,NA,0.0769230769230769
"5476",2,"MA0831.2",-0.00761,0.125,4663,NA,NA,0.0769230769230769
"5477",3,"MA0831.2",-0.00287,0.0734,4663,NA,NA,0.0769230769230769
"5478",4,"MA0831.2",-0.00289,0.0902,4663,NA,NA,0.0769230769230769
"5479",5,"MA0831.2",0.0083,0.147,4663,NA,NA,0.0769230769230769
"5480",6,"MA0831.2",-0.0027,0.0905,4663,NA,NA,0.0769230769230769
"5481",7,"MA0831.2",0.012,0.155,4663,NA,NA,0.0769230769230769
"5482",8,"MA0831.2",-0.00889,0.151,4663,NA,NA,0.0769230769230769
"5483",9,"MA0831.2",0.00514,0.0602,4663,NA,NA,0.0769230769230769
"5484",10,"MA0831.2",-0.000204,0.0741,4663,NA,NA,0.0769230769230769
"5485",11,"MA0831.2",0.0103,0.133,4663,NA,NA,0.0769230769230769
"5486",12,"MA0831.2",0.000506,0.0974,4663,NA,NA,0.0769230769230769
"5487",0,"MA0832.1",-0.00562,0.0358,3215,NA,NA,0.153846153846154
"5488",1,"MA0832.1",-0.00264,0.0429,3215,NA,NA,0.153846153846154
"5489",2,"MA0832.1",0.00503,0.0724,3215,NA,NA,0.153846153846154
"5490",3,"MA0832.1",0.00274,0.0505,3215,NA,NA,0.153846153846154
"5491",4,"MA0832.1",-0.00166,0.0543,3215,NA,NA,0.153846153846154
"5492",5,"MA0832.1",-0.000701,0.0304,3215,NA,NA,0.153846153846154
"5493",6,"MA0832.1",-0.00107,0.0312,3215,NA,NA,0.153846153846154
"5494",7,"MA0832.1",-0.00398,0.0433,3215,NA,NA,0.153846153846154
"5495",8,"MA0832.1",0.00559,0.0811,3215,NA,NA,0.153846153846154
"5496",9,"MA0832.1",0.00848,0.0906,3215,NA,NA,0.153846153846154
"5497",10,"MA0832.1",-0.00261,0.0547,3215,NA,NA,0.153846153846154
"5498",11,"MA0832.1",0.00353,0.0547,3215,NA,NA,0.153846153846154
"5499",12,"MA0832.1",0.00128,0.0303,3215,NA,NA,0.153846153846154
"5500",0,"MA0833.2",-0.0159,0.0673,3862,NA,NA,0.0769230769230769
"5501",1,"MA0833.2",0.00586,0.0584,3862,NA,NA,0.0769230769230769
"5502",2,"MA0833.2",-0.0068,0.0993,3862,NA,NA,0.0769230769230769
"5503",3,"MA0833.2",0.0000621,0.0466,3862,NA,NA,0.0769230769230769
"5504",4,"MA0833.2",0.00522,0.097,3862,NA,NA,0.0769230769230769
"5505",5,"MA0833.2",0.00651,0.0988,3862,NA,NA,0.0769230769230769
"5506",6,"MA0833.2",-0.00764,0.14,3862,NA,NA,0.0769230769230769
"5507",7,"MA0833.2",0.000579,0.0632,3862,NA,NA,0.0769230769230769
"5508",8,"MA0833.2",0.0032,0.0636,3862,NA,NA,0.0769230769230769
"5509",9,"MA0833.2",0.0104,0.104,3862,NA,NA,0.0769230769230769
"5510",10,"MA0833.2",0.00599,0.116,3862,NA,NA,0.0769230769230769
"5511",11,"MA0833.2",0.00512,0.0569,3862,NA,NA,0.0769230769230769
"5512",12,"MA0833.2",0.0071,0.145,3862,NA,NA,0.0769230769230769
"5513",0,"MA0834.1",-0.148,0.294,5216,NA,NA,0.0769230769230769
"5514",1,"MA0834.1",0.032,0.328,5216,NA,NA,0.0769230769230769
"5515",2,"MA0834.1",-0.015,0.233,5216,NA,NA,0.0769230769230769
"5516",3,"MA0834.1",-0.0068,0.134,5216,NA,NA,0.0769230769230769
"5517",4,"MA0834.1",-0.00264,0.0935,5216,NA,NA,0.0769230769230769
"5518",5,"MA0834.1",0.0148,0.245,5216,NA,NA,0.0769230769230769
"5519",6,"MA0834.1",-0.00372,0.108,5216,NA,NA,0.0769230769230769
"5520",7,"MA0834.1",0.0234,0.277,5216,NA,NA,0.0769230769230769
"5521",8,"MA0834.1",-0.0164,0.262,5216,NA,NA,0.0769230769230769
"5522",9,"MA0834.1",0.00446,0.053,5216,NA,NA,0.0769230769230769
"5523",10,"MA0834.1",0.00343,0.0762,5216,NA,NA,0.0769230769230769
"5524",11,"MA0834.1",0.0165,0.199,5216,NA,NA,0.0769230769230769
"5525",12,"MA0834.1",-0.000216,0.0886,5216,NA,NA,0.0769230769230769
"5526",0,"MA0835.2",-0.142,0.263,4433,NA,NA,0.0769230769230769
"5527",1,"MA0835.2",0.0622,0.596,4433,NA,NA,0.0769230769230769
"5528",2,"MA0835.2",-0.0486,0.686,4433,NA,NA,0.0769230769230769
"5529",3,"MA0835.2",-0.0175,0.292,4433,NA,NA,0.0769230769230769
"5530",4,"MA0835.2",0.0265,0.482,4433,NA,NA,0.0769230769230769
"5531",5,"MA0835.2",0.0448,0.652,4433,NA,NA,0.0769230769230769
"5532",6,"MA0835.2",-0.0277,0.509,4433,NA,NA,0.0769230769230769
"5533",7,"MA0835.2",0.0246,0.263,4433,NA,NA,0.0769230769230769
"5534",8,"MA0835.2",-0.0126,0.179,4433,NA,NA,0.0769230769230769
"5535",9,"MA0835.2",0.00579,0.0644,4433,NA,NA,0.0769230769230769
"5536",10,"MA0835.2",0.015,0.279,4433,NA,NA,0.0769230769230769
"5537",11,"MA0835.2",0.0115,0.122,4433,NA,NA,0.0769230769230769
"5538",12,"MA0835.2",0.0205,0.427,4433,NA,NA,0.0769230769230769
"5539",0,"MA0836.2",0.0177,0.0371,3589,NA,NA,0.0769230769230769
"5540",1,"MA0836.2",-0.000467,0.0269,3589,NA,NA,0.0769230769230769
"5541",2,"MA0836.2",-0.000469,0.0178,3589,NA,NA,0.0769230769230769
"5542",3,"MA0836.2",0.00125,0.0227,3589,NA,NA,0.0769230769230769
"5543",4,"MA0836.2",0.00285,0.0545,3589,NA,NA,0.0769230769230769
"5544",5,"MA0836.2",0.00211,0.0521,3589,NA,NA,0.0769230769230769
"5545",6,"MA0836.2",-0.00186,0.0435,3589,NA,NA,0.0769230769230769
"5546",7,"MA0836.2",-0.00175,0.023,3589,NA,NA,0.0769230769230769
"5547",8,"MA0836.2",0.000643,0.0213,3589,NA,NA,0.0769230769230769
"5548",9,"MA0836.2",0.00149,0.0367,3589,NA,NA,0.0769230769230769
"5549",10,"MA0836.2",0.0000665,0.0389,3589,NA,NA,0.0769230769230769
"5550",11,"MA0836.2",-0.00402,0.0448,3589,NA,NA,0.0769230769230769
"5551",12,"MA0836.2",0.000933,0.0248,3589,NA,NA,0.0769230769230769
"5552",0,"MA0837.1",0.00423,0.0316,4162,NA,NA,0.230769230769231
"5553",1,"MA0837.1",0.00346,0.0572,4162,NA,NA,0.230769230769231
"5554",2,"MA0837.1",-0.00166,0.0374,4162,NA,NA,0.230769230769231
"5555",3,"MA0837.1",0.00131,0.0225,4162,NA,NA,0.230769230769231
"5556",4,"MA0837.1",0.00269,0.0531,4162,NA,NA,0.230769230769231
"5557",5,"MA0837.1",0.00433,0.0703,4162,NA,NA,0.230769230769231
"5558",6,"MA0837.1",-0.00404,0.0818,4162,NA,NA,0.230769230769231
"5559",7,"MA0837.1",-0.00232,0.0285,4162,NA,NA,0.230769230769231
"5560",8,"MA0837.1",0.00121,0.0208,4162,NA,NA,0.230769230769231
"5561",9,"MA0837.1",0.00498,0.058,4162,NA,NA,0.230769230769231
"5562",10,"MA0837.1",-0.00183,0.0435,4162,NA,NA,0.230769230769231
"5563",11,"MA0837.1",-0.00195,0.0329,4162,NA,NA,0.230769230769231
"5564",12,"MA0837.1",0.00293,0.0673,4162,NA,NA,0.230769230769231
"5565",0,"MA0838.1",0.00303,0.0449,3865,NA,NA,0.384615384615385
"5566",1,"MA0838.1",0.00341,0.0506,3865,NA,NA,0.384615384615385
"5567",2,"MA0838.1",-0.00194,0.0321,3865,NA,NA,0.384615384615385
"5568",3,"MA0838.1",0.000903,0.0181,3865,NA,NA,0.384615384615385
"5569",4,"MA0838.1",0.00263,0.0525,3865,NA,NA,0.384615384615385
"5570",5,"MA0838.1",0.00406,0.0643,3865,NA,NA,0.384615384615385
"5571",6,"MA0838.1",-0.00353,0.0685,3865,NA,NA,0.384615384615385
"5572",7,"MA0838.1",-0.00144,0.0343,3865,NA,NA,0.384615384615385
"5573",8,"MA0838.1",0.000612,0.0224,3865,NA,NA,0.384615384615385
"5574",9,"MA0838.1",0.00394,0.0438,3865,NA,NA,0.384615384615385
"5575",10,"MA0838.1",-0.00115,0.0294,3865,NA,NA,0.384615384615385
"5576",11,"MA0838.1",-0.00179,0.042,3865,NA,NA,0.384615384615385
"5577",12,"MA0838.1",0.00245,0.0527,3865,NA,NA,0.384615384615385
"5578",0,"MA0839.1",-0.00541,0.0428,6913,NA,NA,0.0769230769230769
"5579",1,"MA0839.1",0.000855,0.04,6913,NA,NA,0.0769230769230769
"5580",2,"MA0839.1",0.00129,0.0301,6913,NA,NA,0.0769230769230769
"5581",3,"MA0839.1",-0.0000638,0.0178,6913,NA,NA,0.0769230769230769
"5582",4,"MA0839.1",-0.00233,0.0463,6913,NA,NA,0.0769230769230769
"5583",5,"MA0839.1",-0.0012,0.0278,6913,NA,NA,0.0769230769230769
"5584",6,"MA0839.1",0.000352,0.0208,6913,NA,NA,0.0769230769230769
"5585",7,"MA0839.1",-0.0022,0.034,6913,NA,NA,0.0769230769230769
"5586",8,"MA0839.1",0.000888,0.0192,6913,NA,NA,0.0769230769230769
"5587",9,"MA0839.1",0.0000113,0.0218,6913,NA,NA,0.0769230769230769
"5588",10,"MA0839.1",-0.00402,0.0883,6913,NA,NA,0.0769230769230769
"5589",11,"MA0839.1",0.00126,0.0357,6913,NA,NA,0.0769230769230769
"5590",12,"MA0839.1",0.000353,0.0313,6913,NA,NA,0.0769230769230769
"5591",0,"MA0840.1",-0.179,0.356,3392,NA,NA,0.0769230769230769
"5592",1,"MA0840.1",0.0375,0.384,3392,NA,NA,0.0769230769230769
"5593",2,"MA0840.1",-0.0173,0.269,3392,NA,NA,0.0769230769230769
"5594",3,"MA0840.1",-0.00859,0.168,3392,NA,NA,0.0769230769230769
"5595",4,"MA0840.1",-0.0034,0.14,3392,NA,NA,0.0769230769230769
"5596",5,"MA0840.1",0.0171,0.282,3392,NA,NA,0.0769230769230769
"5597",6,"MA0840.1",-0.00342,0.122,3392,NA,NA,0.0769230769230769
"5598",7,"MA0840.1",0.029,0.343,3392,NA,NA,0.0769230769230769
"5599",8,"MA0840.1",-0.0195,0.313,3392,NA,NA,0.0769230769230769
"5600",9,"MA0840.1",0.00443,0.0553,3392,NA,NA,0.0769230769230769
"5601",10,"MA0840.1",0.00504,0.11,3392,NA,NA,0.0769230769230769
"5602",11,"MA0840.1",0.0207,0.247,3392,NA,NA,0.0769230769230769
"5603",12,"MA0840.1",-0.00116,0.111,3392,NA,NA,0.0769230769230769
"5604",0,"MA0841.1",-0.164,0.308,5634,NA,NA,0.0769230769230769
"5605",1,"MA0841.1",0.0631,0.61,5634,NA,NA,0.0769230769230769
"5606",2,"MA0841.1",-0.0463,0.662,5634,NA,NA,0.0769230769230769
"5607",3,"MA0841.1",-0.0176,0.3,5634,NA,NA,0.0769230769230769
"5608",4,"MA0841.1",0.0226,0.418,5634,NA,NA,0.0769230769230769
"5609",5,"MA0841.1",0.0431,0.64,5634,NA,NA,0.0769230769230769
"5610",6,"MA0841.1",-0.0253,0.476,5634,NA,NA,0.0769230769230769
"5611",7,"MA0841.1",0.0268,0.292,5634,NA,NA,0.0769230769230769
"5612",8,"MA0841.1",-0.0143,0.208,5634,NA,NA,0.0769230769230769
"5613",9,"MA0841.1",0.00585,0.0611,5634,NA,NA,0.0769230769230769
"5614",10,"MA0841.1",0.0132,0.248,5634,NA,NA,0.0769230769230769
"5615",11,"MA0841.1",0.0147,0.16,5634,NA,NA,0.0769230769230769
"5616",12,"MA0841.1",0.0182,0.388,5634,NA,NA,0.0769230769230769
"5617",0,"MA0842.2",0.0334,0.0647,4363,NA,NA,0.0769230769230769
"5618",1,"MA0842.2",-0.00574,0.0567,4363,NA,NA,0.0769230769230769
"5619",2,"MA0842.2",0.00244,0.0352,4363,NA,NA,0.0769230769230769
"5620",3,"MA0842.2",0.00302,0.0511,4363,NA,NA,0.0769230769230769
"5621",4,"MA0842.2",0.00123,0.0315,4363,NA,NA,0.0769230769230769
"5622",5,"MA0842.2",-0.00154,0.023,4363,NA,NA,0.0769230769230769
"5623",6,"MA0842.2",-0.00129,0.0251,4363,NA,NA,0.0769230769230769
"5624",7,"MA0842.2",-0.0058,0.0621,4363,NA,NA,0.0769230769230769
"5625",8,"MA0842.2",0.00325,0.0507,4363,NA,NA,0.0769230769230769
"5626",9,"MA0842.2",0.003,0.0349,4363,NA,NA,0.0769230769230769
"5627",10,"MA0842.2",-0.000872,0.031,4363,NA,NA,0.0769230769230769
"5628",11,"MA0842.2",-0.00425,0.0491,4363,NA,NA,0.0769230769230769
"5629",12,"MA0842.2",0.0015,0.0322,4363,NA,NA,0.0769230769230769
"5630",0,"MA0843.1",0.0596,0.112,1439,NA,NA,0.0769230769230769
"5631",1,"MA0843.1",-0.00469,0.045,1439,NA,NA,0.0769230769230769
"5632",2,"MA0843.1",0.00233,0.0483,1439,NA,NA,0.0769230769230769
"5633",3,"MA0843.1",0.00542,0.0903,1439,NA,NA,0.0769230769230769
"5634",4,"MA0843.1",0.00715,0.14,1439,NA,NA,0.0769230769230769
"5635",5,"MA0843.1",0.00444,0.0707,1439,NA,NA,0.0769230769230769
"5636",6,"MA0843.1",-0.00613,0.118,1439,NA,NA,0.0769230769230769
"5637",7,"MA0843.1",-0.0108,0.113,1439,NA,NA,0.0769230769230769
"5638",8,"MA0843.1",0.00683,0.0961,1439,NA,NA,0.0769230769230769
"5639",9,"MA0843.1",0.00818,0.0826,1439,NA,NA,0.0769230769230769
"5640",10,"MA0843.1",-0.00347,0.0684,1439,NA,NA,0.0769230769230769
"5641",11,"MA0843.1",-0.0111,0.124,1439,NA,NA,0.0769230769230769
"5642",12,"MA0843.1",0.00419,0.0889,1439,NA,NA,0.0769230769230769
"5643",0,"MA0844.1",-0.0267,0.0604,7195,NA,NA,0.0769230769230769
"5644",1,"MA0844.1",0.00855,0.0988,7195,NA,NA,0.0769230769230769
"5645",2,"MA0844.1",-0.00306,0.0563,7195,NA,NA,0.0769230769230769
"5646",3,"MA0844.1",-0.000857,0.0151,7195,NA,NA,0.0769230769230769
"5647",4,"MA0844.1",-0.00109,0.0211,7195,NA,NA,0.0769230769230769
"5648",5,"MA0844.1",0.00377,0.0827,7195,NA,NA,0.0769230769230769
"5649",6,"MA0844.1",-0.00202,0.0588,7195,NA,NA,0.0769230769230769
"5650",7,"MA0844.1",0.00174,0.0315,7195,NA,NA,0.0769230769230769
"5651",8,"MA0844.1",-0.00297,0.0506,7195,NA,NA,0.0769230769230769
"5652",9,"MA0844.1",0.00167,0.0383,7195,NA,NA,0.0769230769230769
"5653",10,"MA0844.1",-0.00373,0.0796,7195,NA,NA,0.0769230769230769
"5654",11,"MA0844.1",0.00191,0.0266,7195,NA,NA,0.0769230769230769
"5655",12,"MA0844.1",0.00122,0.0407,7195,NA,NA,0.0769230769230769
"5656",0,"MA0845.1",0.0584,0.107,2920,NA,NA,0.0769230769230769
"5657",1,"MA0845.1",-0.00845,0.0792,2920,NA,NA,0.0769230769230769
"5658",2,"MA0845.1",0.00153,0.0349,2920,NA,NA,0.0769230769230769
"5659",3,"MA0845.1",0.00148,0.025,2920,NA,NA,0.0769230769230769
"5660",4,"MA0845.1",0.00724,0.13,2920,NA,NA,0.0769230769230769
"5661",5,"MA0845.1",0.00043,0.0243,2920,NA,NA,0.0769230769230769
"5662",6,"MA0845.1",-0.00228,0.0421,2920,NA,NA,0.0769230769230769
"5663",7,"MA0845.1",-0.00735,0.0774,2920,NA,NA,0.0769230769230769
"5664",8,"MA0845.1",0.00738,0.102,2920,NA,NA,0.0769230769230769
"5665",9,"MA0845.1",-0.000102,0.00596,2920,NA,NA,0.0769230769230769
"5666",10,"MA0845.1",0.00234,0.0437,2920,NA,NA,0.0769230769230769
"5667",11,"MA0845.1",-0.00794,0.0853,2920,NA,NA,0.0769230769230769
"5668",12,"MA0845.1",0.0023,0.0473,2920,NA,NA,0.0769230769230769
"5669",0,"MA0846.1",0.0488,0.0912,2776,NA,NA,0.0769230769230769
"5670",1,"MA0846.1",-0.00774,0.0738,2776,NA,NA,0.0769230769230769
"5671",2,"MA0846.1",-0.00367,0.0561,2776,NA,NA,0.0769230769230769
"5672",3,"MA0846.1",-0.0000885,0.0162,2776,NA,NA,0.0769230769230769
"5673",4,"MA0846.1",0.00655,0.118,2776,NA,NA,0.0769230769230769
"5674",5,"MA0846.1",-0.00135,0.0313,2776,NA,NA,0.0769230769230769
"5675",6,"MA0846.1",-0.00255,0.0494,2776,NA,NA,0.0769230769230769
"5676",7,"MA0846.1",-0.00373,0.0498,2776,NA,NA,0.0769230769230769
"5677",8,"MA0846.1",0.0043,0.0711,2776,NA,NA,0.0769230769230769
"5678",9,"MA0846.1",-0.00161,0.0209,2776,NA,NA,0.0769230769230769
"5679",10,"MA0846.1",0.00876,0.161,2776,NA,NA,0.0769230769230769
"5680",11,"MA0846.1",-0.00399,0.0564,2776,NA,NA,0.0769230769230769
"5681",12,"MA0846.1",0.00392,0.0796,2776,NA,NA,0.0769230769230769
"5682",0,"MA0847.2",0.0295,0.0544,2607,NA,NA,0.0769230769230769
"5683",1,"MA0847.2",-0.00339,0.0323,2607,NA,NA,0.0769230769230769
"5684",2,"MA0847.2",-0.00693,0.101,2607,NA,NA,0.0769230769230769
"5685",3,"MA0847.2",-0.00197,0.0368,2607,NA,NA,0.0769230769230769
"5686",4,"MA0847.2",0.00816,0.146,2607,NA,NA,0.0769230769230769
"5687",5,"MA0847.2",0.00165,0.0324,2607,NA,NA,0.0769230769230769
"5688",6,"MA0847.2",-0.00333,0.0599,2607,NA,NA,0.0769230769230769
"5689",7,"MA0847.2",0.000677,0.0197,2607,NA,NA,0.0769230769230769
"5690",8,"MA0847.2",0.00261,0.0721,2607,NA,NA,0.0769230769230769
"5691",9,"MA0847.2",-0.00192,0.0236,2607,NA,NA,0.0769230769230769
"5692",10,"MA0847.2",0.0118,0.21,2607,NA,NA,0.0769230769230769
"5693",11,"MA0847.2",-0.0016,0.0177,2607,NA,NA,0.0769230769230769
"5694",12,"MA0847.2",0.004,0.0804,2607,NA,NA,0.0769230769230769
"5695",0,"MA0851.1",0.0291,0.0761,2717,NA,NA,0.0769230769230769
"5696",1,"MA0851.1",-0.00357,0.0627,2717,NA,NA,0.0769230769230769
"5697",2,"MA0851.1",-0.00329,0.0595,2717,NA,NA,0.0769230769230769
"5698",3,"MA0851.1",0.00107,0.0221,2717,NA,NA,0.0769230769230769
