"","permutation","TF","weighted_meanDifference","weighted_CD","TFBS","weighted_Tstat","variance","pvalue"
"5699",4,"MA0851.1",0.00784,0.142,2717,NA,NA,0.0769230769230769
"5700",5,"MA0851.1",0.00348,0.0652,2717,NA,NA,0.0769230769230769
"5701",6,"MA0851.1",-0.00471,0.0835,2717,NA,NA,0.0769230769230769
"5702",7,"MA0851.1",-0.00158,0.0535,2717,NA,NA,0.0769230769230769
"5703",8,"MA0851.1",0.00458,0.092,2717,NA,NA,0.0769230769230769
"5704",9,"MA0851.1",0.00479,0.0624,2717,NA,NA,0.0769230769230769
"5705",10,"MA0851.1",0.00831,0.149,2717,NA,NA,0.0769230769230769
"5706",11,"MA0851.1",-0.00253,0.0477,2717,NA,NA,0.0769230769230769
"5707",12,"MA0851.1",0.00406,0.0828,2717,NA,NA,0.0769230769230769
"5708",0,"MA0852.2",-0.00331,0.0121,5090,NA,NA,0.461538461538462
"5709",1,"MA0852.2",-0.0026,0.0288,5090,NA,NA,0.461538461538462
"5710",2,"MA0852.2",-0.00235,0.0333,5090,NA,NA,0.461538461538462
"5711",3,"MA0852.2",-0.00352,0.0586,5090,NA,NA,0.461538461538462
"5712",4,"MA0852.2",0.00402,0.0773,5090,NA,NA,0.461538461538462
"5713",5,"MA0852.2",-0.000011,0.0205,5090,NA,NA,0.461538461538462
"5714",6,"MA0852.2",0.000509,0.0163,5090,NA,NA,0.461538461538462
"5715",7,"MA0852.2",0.00326,0.0371,5090,NA,NA,0.461538461538462
"5716",8,"MA0852.2",0.00362,0.0577,5090,NA,NA,0.461538461538462
"5717",9,"MA0852.2",-0.00298,0.03,5090,NA,NA,0.461538461538462
"5718",10,"MA0852.2",0.00877,0.162,5090,NA,NA,0.461538461538462
"5719",11,"MA0852.2",0.0041,0.0472,5090,NA,NA,0.461538461538462
"5720",12,"MA0852.2",0.000515,0.0207,5090,NA,NA,0.461538461538462
"5721",0,"MA0853.1",0.0166,0.0457,4757,NA,NA,0.153846153846154
"5722",1,"MA0853.1",-0.0106,0.0996,4757,NA,NA,0.153846153846154
"5723",2,"MA0853.1",0.000603,0.0337,4757,NA,NA,0.153846153846154
"5724",3,"MA0853.1",-0.00363,0.0599,4757,NA,NA,0.153846153846154
"5725",4,"MA0853.1",-0.00335,0.0667,4757,NA,NA,0.153846153846154
"5726",5,"MA0853.1",-0.0107,0.151,4757,NA,NA,0.153846153846154
"5727",6,"MA0853.1",0.00979,0.172,4757,NA,NA,0.153846153846154
"5728",7,"MA0853.1",0.00684,0.074,4757,NA,NA,0.153846153846154
"5729",8,"MA0853.1",-0.00589,0.084,4757,NA,NA,0.153846153846154
"5730",9,"MA0853.1",-0.0169,0.166,4757,NA,NA,0.153846153846154
"5731",10,"MA0853.1",0.00927,0.173,4757,NA,NA,0.153846153846154
"5732",11,"MA0853.1",-0.000569,0.0191,4757,NA,NA,0.153846153846154
"5733",12,"MA0853.1",-0.00718,0.144,4757,NA,NA,0.153846153846154
"5734",0,"MA0854.1",0.0181,0.0389,4654,NA,NA,0.0769230769230769
"5735",1,"MA0854.1",-0.0113,0.106,4654,NA,NA,0.0769230769230769
"5736",2,"MA0854.1",0.000544,0.0444,4654,NA,NA,0.0769230769230769
"5737",3,"MA0854.1",-0.00319,0.0518,4654,NA,NA,0.0769230769230769
"5738",4,"MA0854.1",-0.00372,0.0751,4654,NA,NA,0.0769230769230769
"5739",5,"MA0854.1",-0.0113,0.159,4654,NA,NA,0.0769230769230769
"5740",6,"MA0854.1",0.00966,0.171,4654,NA,NA,0.0769230769230769
"5741",7,"MA0854.1",0.00655,0.0709,4654,NA,NA,0.0769230769230769
"5742",8,"MA0854.1",-0.00601,0.0854,4654,NA,NA,0.0769230769230769
"5743",9,"MA0854.1",-0.0163,0.159,4654,NA,NA,0.0769230769230769
"5744",10,"MA0854.1",0.00964,0.179,4654,NA,NA,0.0769230769230769
"5745",11,"MA0854.1",-0.000403,0.0139,4654,NA,NA,0.0769230769230769
"5746",12,"MA0854.1",-0.00687,0.14,4654,NA,NA,0.0769230769230769
"5747",0,"MA0855.1",-0.0587,0.108,5204,NA,NA,0.0769230769230769
"5748",1,"MA0855.1",0.0183,0.174,5204,NA,NA,0.0769230769230769
"5749",2,"MA0855.1",-0.0114,0.159,5204,NA,NA,0.0769230769230769
"5750",3,"MA0855.1",-0.00201,0.0316,5204,NA,NA,0.0769230769230769
"5751",4,"MA0855.1",0.00429,0.0916,5204,NA,NA,0.0769230769230769
"5752",5,"MA0855.1",0.0127,0.183,5204,NA,NA,0.0769230769230769
"5753",6,"MA0855.1",-0.00769,0.144,5204,NA,NA,0.0769230769230769
"5754",7,"MA0855.1",0.00923,0.0986,5204,NA,NA,0.0769230769230769
"5755",8,"MA0855.1",-0.0059,0.0854,5204,NA,NA,0.0769230769230769
"5756",9,"MA0855.1",0.00827,0.0855,5204,NA,NA,0.0769230769230769
"5757",10,"MA0855.1",0.00383,0.0779,5204,NA,NA,0.0769230769230769
"5758",11,"MA0855.1",0.00552,0.0588,5204,NA,NA,0.0769230769230769
"5759",12,"MA0855.1",0.00453,0.099,5204,NA,NA,0.0769230769230769
"5760",0,"MA0856.1",-0.055,0.102,5123,NA,NA,0.0769230769230769
"5761",1,"MA0856.1",0.0184,0.175,5123,NA,NA,0.0769230769230769
"5762",2,"MA0856.1",-0.0121,0.17,5123,NA,NA,0.0769230769230769
"5763",3,"MA0856.1",-0.00177,0.0298,5123,NA,NA,0.0769230769230769
"5764",4,"MA0856.1",0.00452,0.0907,5123,NA,NA,0.0769230769230769
"5765",5,"MA0856.1",0.0128,0.184,5123,NA,NA,0.0769230769230769
"5766",6,"MA0856.1",-0.00823,0.152,5123,NA,NA,0.0769230769230769
"5767",7,"MA0856.1",0.00874,0.0937,5123,NA,NA,0.0769230769230769
"5768",8,"MA0856.1",-0.00625,0.0909,5123,NA,NA,0.0769230769230769
"5769",9,"MA0856.1",0.00837,0.0864,5123,NA,NA,0.0769230769230769
"5770",10,"MA0856.1",0.00387,0.0789,5123,NA,NA,0.0769230769230769
"5771",11,"MA0856.1",0.00484,0.0515,5123,NA,NA,0.0769230769230769
"5772",12,"MA0856.1",0.00509,0.108,5123,NA,NA,0.0769230769230769
"5773",0,"MA0857.1",-0.0502,0.0932,4806,NA,NA,0.0769230769230769
"5774",1,"MA0857.1",0.0128,0.123,4806,NA,NA,0.0769230769230769
"5775",2,"MA0857.1",-0.00893,0.124,4806,NA,NA,0.0769230769230769
"5776",3,"MA0857.1",-0.00115,0.028,4806,NA,NA,0.0769230769230769
"5777",4,"MA0857.1",0.00088,0.0295,4806,NA,NA,0.0769230769230769
"5778",5,"MA0857.1",0.00725,0.108,4806,NA,NA,0.0769230769230769
"5779",6,"MA0857.1",-0.00514,0.0998,4806,NA,NA,0.0769230769230769
"5780",7,"MA0857.1",0.00784,0.0827,4806,NA,NA,0.0769230769230769
"5781",8,"MA0857.1",-0.00574,0.0815,4806,NA,NA,0.0769230769230769
"5782",9,"MA0857.1",0.00693,0.0757,4806,NA,NA,0.0769230769230769
"5783",10,"MA0857.1",0.00432,0.075,4806,NA,NA,0.0769230769230769
"5784",11,"MA0857.1",0.00669,0.0719,4806,NA,NA,0.0769230769230769
"5785",12,"MA0857.1",0.00359,0.079,4806,NA,NA,0.0769230769230769
"5786",0,"MA0858.1",-0.0621,0.117,4074,NA,NA,0.0769230769230769
"5787",1,"MA0858.1",0.013,0.125,4074,NA,NA,0.0769230769230769
"5788",2,"MA0858.1",-0.0072,0.102,4074,NA,NA,0.0769230769230769
"5789",3,"MA0858.1",-0.00624,0.11,4074,NA,NA,0.0769230769230769
"5790",4,"MA0858.1",-0.000386,0.0314,4074,NA,NA,0.0769230769230769
"5791",5,"MA0858.1",0.00477,0.0713,4074,NA,NA,0.0769230769230769
"5792",6,"MA0858.1",-0.000827,0.0457,4074,NA,NA,0.0769230769230769
"5793",7,"MA0858.1",0.00805,0.0929,4074,NA,NA,0.0769230769230769
"5794",8,"MA0858.1",-0.00326,0.0487,4074,NA,NA,0.0769230769230769
"5795",9,"MA0858.1",-0.00317,0.0551,4074,NA,NA,0.0769230769230769
"5796",10,"MA0858.1",0.00129,0.0385,4074,NA,NA,0.0769230769230769
"5797",11,"MA0858.1",0.00938,0.101,4074,NA,NA,0.0769230769230769
"5798",12,"MA0858.1",0.00104,0.0546,4074,NA,NA,0.0769230769230769
"5799",0,"MA0859.1",-0.0493,0.0902,4201,NA,NA,0.0769230769230769
"5800",1,"MA0859.1",0.0142,0.136,4201,NA,NA,0.0769230769230769
"5801",2,"MA0859.1",-0.00891,0.125,4201,NA,NA,0.0769230769230769
"5802",3,"MA0859.1",-0.000945,0.0313,4201,NA,NA,0.0769230769230769
"5803",4,"MA0859.1",0.00242,0.0555,4201,NA,NA,0.0769230769230769
"5804",5,"MA0859.1",0.00953,0.14,4201,NA,NA,0.0769230769230769
"5805",6,"MA0859.1",-0.00594,0.114,4201,NA,NA,0.0769230769230769
"5806",7,"MA0859.1",0.00796,0.0836,4201,NA,NA,0.0769230769230769
"5807",8,"MA0859.1",-0.0056,0.0802,4201,NA,NA,0.0769230769230769
"5808",9,"MA0859.1",0.00765,0.0809,4201,NA,NA,0.0769230769230769
"5809",10,"MA0859.1",0.00347,0.0599,4201,NA,NA,0.0769230769230769
"5810",11,"MA0859.1",0.00501,0.0524,4201,NA,NA,0.0769230769230769
"5811",12,"MA0859.1",0.00345,0.0762,4201,NA,NA,0.0769230769230769
"5812",0,"MA0860.1",-0.0451,0.0896,4573,NA,NA,0.0769230769230769
"5813",1,"MA0860.1",0.0113,0.115,4573,NA,NA,0.0769230769230769
"5814",2,"MA0860.1",-0.00689,0.104,4573,NA,NA,0.0769230769230769
"5815",3,"MA0860.1",-0.00162,0.0534,4573,NA,NA,0.0769230769230769
"5816",4,"MA0860.1",-0.000551,0.0404,4573,NA,NA,0.0769230769230769
"5817",5,"MA0860.1",0.00513,0.0902,4573,NA,NA,0.0769230769230769
"5818",6,"MA0860.1",-0.00353,0.069,4573,NA,NA,0.0769230769230769
"5819",7,"MA0860.1",0.00563,0.074,4573,NA,NA,0.0769230769230769
"5820",8,"MA0860.1",-0.00462,0.0768,4573,NA,NA,0.0769230769230769
"5821",9,"MA0860.1",0.00408,0.0469,4573,NA,NA,0.0769230769230769
"5822",10,"MA0860.1",0.00126,0.035,4573,NA,NA,0.0769230769230769
"5823",11,"MA0860.1",0.00608,0.0684,4573,NA,NA,0.0769230769230769
"5824",12,"MA0860.1",0.00273,0.0656,4573,NA,NA,0.0769230769230769
"5825",0,"MA0861.1",-0.0543,0.105,2798,NA,NA,0.0769230769230769
"5826",1,"MA0861.1",0.0179,0.175,2798,NA,NA,0.0769230769230769
"5827",2,"MA0861.1",-0.0107,0.16,2798,NA,NA,0.0769230769230769
"5828",3,"MA0861.1",-0.00569,0.105,2798,NA,NA,0.0769230769230769
"5829",4,"MA0861.1",0.00407,0.0881,2798,NA,NA,0.0769230769230769
"5830",5,"MA0861.1",0.0107,0.159,2798,NA,NA,0.0769230769230769
"5831",6,"MA0861.1",-0.00446,0.0931,2798,NA,NA,0.0769230769230769
"5832",7,"MA0861.1",0.0084,0.102,2798,NA,NA,0.0769230769230769
"5833",8,"MA0861.1",-0.00492,0.0835,2798,NA,NA,0.0769230769230769
"5834",9,"MA0861.1",-0.00129,0.0585,2798,NA,NA,0.0769230769230769
"5835",10,"MA0861.1",0.00112,0.0837,2798,NA,NA,0.0769230769230769
"5836",11,"MA0861.1",0.00463,0.0548,2798,NA,NA,0.0769230769230769
"5837",12,"MA0861.1",0.00262,0.0697,2798,NA,NA,0.0769230769230769
"5838",0,"MA0862.1",-0.00412,0.0458,1599,NA,NA,0.307692307692308
"5839",1,"MA0862.1",0.00527,0.0619,1599,NA,NA,0.307692307692308
"5840",2,"MA0862.1",-0.00145,0.0317,1599,NA,NA,0.307692307692308
"5841",3,"MA0862.1",0.00147,0.0365,1599,NA,NA,0.307692307692308
"5842",4,"MA0862.1",0.00327,0.104,1599,NA,NA,0.307692307692308
"5843",5,"MA0862.1",0.00663,0.123,1599,NA,NA,0.307692307692308
"5844",6,"MA0862.1",-0.00299,0.0619,1599,NA,NA,0.307692307692308
"5845",7,"MA0862.1",0.00212,0.0549,1599,NA,NA,0.307692307692308
"5846",8,"MA0862.1",-0.00215,0.0518,1599,NA,NA,0.307692307692308
"5847",9,"MA0862.1",0.00441,0.0465,1599,NA,NA,0.307692307692308
"5848",10,"MA0862.1",-0.000787,0.0554,1599,NA,NA,0.307692307692308
"5849",11,"MA0862.1",-0.00359,0.0627,1599,NA,NA,0.307692307692308
"5850",12,"MA0862.1",0.0000197,0.0411,1599,NA,NA,0.307692307692308
"5851",0,"MA0863.1",0.0272,0.0606,11922,NA,NA,0.0769230769230769
"5852",1,"MA0863.1",-0.0051,0.0572,11922,NA,NA,0.0769230769230769
"5853",2,"MA0863.1",0.0021,0.0378,11922,NA,NA,0.0769230769230769
"5854",3,"MA0863.1",0.000277,0.0218,11922,NA,NA,0.0769230769230769
"5855",4,"MA0863.1",-0.00011,0.0386,11922,NA,NA,0.0769230769230769
"5856",5,"MA0863.1",-0.00342,0.0528,11922,NA,NA,0.0769230769230769
"5857",6,"MA0863.1",0.00109,0.0375,11922,NA,NA,0.0769230769230769
"5858",7,"MA0863.1",-0.00486,0.0572,11922,NA,NA,0.0769230769230769
"5859",8,"MA0863.1",0.00269,0.0434,11922,NA,NA,0.0769230769230769
"5860",9,"MA0863.1",-0.00321,0.0469,11922,NA,NA,0.0769230769230769
"5861",10,"MA0863.1",-0.00188,0.0412,11922,NA,NA,0.0769230769230769
"5862",11,"MA0863.1",-0.00301,0.0477,11922,NA,NA,0.0769230769230769
"5863",12,"MA0863.1",0.000204,0.0238,11922,NA,NA,0.0769230769230769
"5864",0,"MA0864.2",0.0264,0.0562,2412,NA,NA,0.0769230769230769
"5865",1,"MA0864.2",-0.00734,0.0763,2412,NA,NA,0.0769230769230769
"5866",2,"MA0864.2",0.00654,0.103,2412,NA,NA,0.0769230769230769
"5867",3,"MA0864.2",0.00367,0.0766,2412,NA,NA,0.0769230769230769
"5868",4,"MA0864.2",-0.000818,0.062,2412,NA,NA,0.0769230769230769
"5869",5,"MA0864.2",-0.00264,0.0428,2412,NA,NA,0.0769230769230769
"5870",6,"MA0864.2",0.00153,0.0336,2412,NA,NA,0.0769230769230769
"5871",7,"MA0864.2",-0.00416,0.0533,2412,NA,NA,0.0769230769230769
"5872",8,"MA0864.2",0.0026,0.0498,2412,NA,NA,0.0769230769230769
"5873",9,"MA0864.2",0.00256,0.0468,2412,NA,NA,0.0769230769230769
"5874",10,"MA0864.2",-0.0025,0.081,2412,NA,NA,0.0769230769230769
"5875",11,"MA0864.2",-0.00433,0.0546,2412,NA,NA,0.0769230769230769
"5876",12,"MA0864.2",-0.00198,0.0478,2412,NA,NA,0.0769230769230769
"5877",0,"MA0865.1",0.108,0.211,3062,NA,NA,0.0769230769230769
"5878",1,"MA0865.1",-0.0238,0.235,3062,NA,NA,0.0769230769230769
"5879",2,"MA0865.1",0.0145,0.212,3062,NA,NA,0.0769230769230769
"5880",3,"MA0865.1",0.00897,0.164,3062,NA,NA,0.0769230769230769
"5881",4,"MA0865.1",0.00369,0.0855,3062,NA,NA,0.0769230769230769
"5882",5,"MA0865.1",-0.00667,0.102,3062,NA,NA,0.0769230769230769
"5883",6,"MA0865.1",0.00187,0.0666,3062,NA,NA,0.0769230769230769
"5884",7,"MA0865.1",-0.0147,0.168,3062,NA,NA,0.0769230769230769
"5885",8,"MA0865.1",0.0107,0.162,3062,NA,NA,0.0769230769230769
"5886",9,"MA0865.1",0.00406,0.051,3062,NA,NA,0.0769230769230769
"5887",10,"MA0865.1",-0.00209,0.0433,3062,NA,NA,0.0769230769230769
"5888",11,"MA0865.1",-0.0157,0.183,3062,NA,NA,0.0769230769230769
"5889",12,"MA0865.1",-0.00231,0.0677,3062,NA,NA,0.0769230769230769
"5890",0,"MA0866.1",0.0331,0.0607,3241,NA,NA,0.0769230769230769
"5891",1,"MA0866.1",-0.00722,0.0692,3241,NA,NA,0.0769230769230769
"5892",2,"MA0866.1",0.0049,0.0829,3241,NA,NA,0.0769230769230769
"5893",3,"MA0866.1",0.00453,0.0754,3241,NA,NA,0.0769230769230769
"5894",4,"MA0866.1",-0.00117,0.0237,3241,NA,NA,0.0769230769230769
"5895",5,"MA0866.1",-0.0033,0.0485,3241,NA,NA,0.0769230769230769
"5896",6,"MA0866.1",-0.00012,0.0179,3241,NA,NA,0.0769230769230769
"5897",7,"MA0866.1",-0.00623,0.0657,3241,NA,NA,0.0769230769230769
"5898",8,"MA0866.1",0.00252,0.0365,3241,NA,NA,0.0769230769230769
"5899",9,"MA0866.1",0.00425,0.0469,3241,NA,NA,0.0769230769230769
"5900",10,"MA0866.1",-0.00262,0.046,3241,NA,NA,0.0769230769230769
"5901",11,"MA0866.1",-0.0044,0.046,3241,NA,NA,0.0769230769230769
"5902",12,"MA0866.1",0.000252,0.028,3241,NA,NA,0.0769230769230769
"5903",0,"MA0867.2",0.0106,0.0311,11143,NA,NA,0.0769230769230769
"5904",1,"MA0867.2",-0.00641,0.0647,11143,NA,NA,0.0769230769230769
"5905",2,"MA0867.2",0.00401,0.0593,11143,NA,NA,0.0769230769230769
"5906",3,"MA0867.2",0.0062,0.11,11143,NA,NA,0.0769230769230769
"5907",4,"MA0867.2",-0.00723,0.156,11143,NA,NA,0.0769230769230769
"5908",5,"MA0867.2",-0.00667,0.1,11143,NA,NA,0.0769230769230769
"5909",6,"MA0867.2",0.00209,0.0611,11143,NA,NA,0.0769230769230769
"5910",7,"MA0867.2",-0.000681,0.0334,11143,NA,NA,0.0769230769230769
"5911",8,"MA0867.2",-0.00539,0.102,11143,NA,NA,0.0769230769230769
"5912",9,"MA0867.2",0.00558,0.0622,11143,NA,NA,0.0769230769230769
"5913",10,"MA0867.2",-0.000309,0.0114,11143,NA,NA,0.0769230769230769
"5914",11,"MA0867.2",-0.00117,0.0348,11143,NA,NA,0.0769230769230769
"5915",12,"MA0867.2",-0.00187,0.0654,11143,NA,NA,0.0769230769230769
"5916",0,"MA0868.2",0.0146,0.034,4781,NA,NA,0.0769230769230769
"5917",1,"MA0868.2",-0.00975,0.0925,4781,NA,NA,0.0769230769230769
"5918",2,"MA0868.2",0.007,0.0978,4781,NA,NA,0.0769230769230769
"5919",3,"MA0868.2",0.00859,0.144,4781,NA,NA,0.0769230769230769
"5920",4,"MA0868.2",-0.0109,0.198,4781,NA,NA,0.0769230769230769
"5921",5,"MA0868.2",-0.0102,0.147,4781,NA,NA,0.0769230769230769
"5922",6,"MA0868.2",0.0041,0.0731,4781,NA,NA,0.0769230769230769
"5923",7,"MA0868.2",-0.00102,0.027,4781,NA,NA,0.0769230769230769
"5924",8,"MA0868.2",-0.00751,0.113,4781,NA,NA,0.0769230769230769
"5925",9,"MA0868.2",0.00662,0.0706,4781,NA,NA,0.0769230769230769
"5926",10,"MA0868.2",-0.0015,0.0279,4781,NA,NA,0.0769230769230769
"5927",11,"MA0868.2",-0.00193,0.0201,4781,NA,NA,0.0769230769230769
"5928",12,"MA0868.2",-0.00373,0.0783,4781,NA,NA,0.0769230769230769
"5929",0,"MA0869.1",0.0579,0.106,3844,NA,NA,0.0769230769230769
"5930",1,"MA0869.1",-0.01,0.0966,3844,NA,NA,0.0769230769230769
"5931",2,"MA0869.1",0.00592,0.086,3844,NA,NA,0.0769230769230769
"5932",3,"MA0869.1",0.00612,0.101,3844,NA,NA,0.0769230769230769
"5933",4,"MA0869.1",0.00167,0.0304,3844,NA,NA,0.0769230769230769
"5934",5,"MA0869.1",-0.0022,0.0331,3844,NA,NA,0.0769230769230769
"5935",6,"MA0869.1",-0.00131,0.0219,3844,NA,NA,0.0769230769230769
"5936",7,"MA0869.1",-0.00897,0.0931,3844,NA,NA,0.0769230769230769
"5937",8,"MA0869.1",0.00426,0.0588,3844,NA,NA,0.0769230769230769
"5938",9,"MA0869.1",0.00528,0.0516,3844,NA,NA,0.0769230769230769
"5939",10,"MA0869.1",-0.00266,0.0469,3844,NA,NA,0.0769230769230769
"5940",11,"MA0869.1",-0.00914,0.0977,3844,NA,NA,0.0769230769230769
"5941",12,"MA0869.1",0.000697,0.0247,3844,NA,NA,0.0769230769230769
"5942",0,"MA0870.1",-0.00105,0.0142,2650,NA,NA,0.615384615384615
"5943",1,"MA0870.1",-0.00424,0.0451,2650,NA,NA,0.615384615384615
"5944",2,"MA0870.1",0.00266,0.0564,2650,NA,NA,0.615384615384615
"5945",3,"MA0870.1",0.000646,0.0317,2650,NA,NA,0.615384615384615
"5946",4,"MA0870.1",-0.0049,0.088,2650,NA,NA,0.615384615384615
"5947",5,"MA0870.1",-0.00599,0.0854,2650,NA,NA,0.615384615384615
"5948",6,"MA0870.1",0.00254,0.0467,2650,NA,NA,0.615384615384615
"5949",7,"MA0870.1",-0.0018,0.0271,2650,NA,NA,0.615384615384615
"5950",8,"MA0870.1",0.000431,0.00995,2650,NA,NA,0.615384615384615
"5951",9,"MA0870.1",-0.000694,0.0226,2650,NA,NA,0.615384615384615
"5952",10,"MA0870.1",-0.000981,0.0436,2650,NA,NA,0.615384615384615
"5953",11,"MA0870.1",0.00311,0.0347,2650,NA,NA,0.615384615384615
"5954",12,"MA0870.1",-0.000549,0.0289,2650,NA,NA,0.615384615384615
"5955",0,"MA0871.2",-0.0663,0.138,7270,NA,NA,0.0769230769230769
"5956",1,"MA0871.2",0.0123,0.13,7270,NA,NA,0.0769230769230769
"5957",2,"MA0871.2",-0.00299,0.0507,7270,NA,NA,0.0769230769230769
"5958",3,"MA0871.2",-0.00117,0.0391,7270,NA,NA,0.0769230769230769
"5959",4,"MA0871.2",-0.00477,0.107,7270,NA,NA,0.0769230769230769
"5960",5,"MA0871.2",0.00382,0.0697,7270,NA,NA,0.0769230769230769
"5961",6,"MA0871.2",-0.000977,0.041,7270,NA,NA,0.0769230769230769
"5962",7,"MA0871.2",0.00693,0.0962,7270,NA,NA,0.0769230769230769
"5963",8,"MA0871.2",-0.0056,0.102,7270,NA,NA,0.0769230769230769
"5964",9,"MA0871.2",0.00485,0.0582,7270,NA,NA,0.0769230769230769
"5965",10,"MA0871.2",-0.00273,0.0558,7270,NA,NA,0.0769230769230769
"5966",11,"MA0871.2",0.00868,0.11,7270,NA,NA,0.0769230769230769
"5967",12,"MA0871.2",0.00000766,0.0521,7270,NA,NA,0.0769230769230769
"5968",0,"MA0872.1",0.0727,0.152,12708,NA,NA,0.0769230769230769
"5969",1,"MA0872.1",-0.0116,0.132,12708,NA,NA,0.0769230769230769
"5970",2,"MA0872.1",0.00945,0.158,12708,NA,NA,0.0769230769230769
"5971",3,"MA0872.1",0.0075,0.156,12708,NA,NA,0.0769230769230769
"5972",4,"MA0872.1",0.00467,0.108,12708,NA,NA,0.0769230769230769
"5973",5,"MA0872.1",0.000403,0.0697,12708,NA,NA,0.0769230769230769
"5974",6,"MA0872.1",-0.00282,0.0664,12708,NA,NA,0.0769230769230769
"5975",7,"MA0872.1",-0.0133,0.168,12708,NA,NA,0.0769230769230769
"5976",8,"MA0872.1",0.00954,0.162,12708,NA,NA,0.0769230769230769
"5977",9,"MA0872.1",0.00854,0.105,12708,NA,NA,0.0769230769230769
"5978",10,"MA0872.1",-0.00597,0.135,12708,NA,NA,0.0769230769230769
"5979",11,"MA0872.1",-0.0123,0.156,12708,NA,NA,0.0769230769230769
"5980",12,"MA0872.1",0.00119,0.0495,12708,NA,NA,0.0769230769230769
"5981",0,"MA0873.1",0.097,0.181,3395,NA,NA,0.0769230769230769
"5982",1,"MA0873.1",-0.0171,0.164,3395,NA,NA,0.0769230769230769
"5983",2,"MA0873.1",0.00993,0.139,3395,NA,NA,0.0769230769230769
"5984",3,"MA0873.1",0.00551,0.0911,3395,NA,NA,0.0769230769230769
"5985",4,"MA0873.1",0.00436,0.0941,3395,NA,NA,0.0769230769230769
"5986",5,"MA0873.1",-0.00458,0.0731,3395,NA,NA,0.0769230769230769
"5987",6,"MA0873.1",0.0000246,0.0137,3395,NA,NA,0.0769230769230769
"5988",7,"MA0873.1",-0.016,0.168,3395,NA,NA,0.0769230769230769
"5989",8,"MA0873.1",0.0109,0.153,3395,NA,NA,0.0769230769230769
"5990",9,"MA0873.1",0.000256,0.0283,3395,NA,NA,0.0769230769230769
"5991",10,"MA0873.1",-0.00542,0.0894,3395,NA,NA,0.0769230769230769
"5992",11,"MA0873.1",-0.0142,0.155,3395,NA,NA,0.0769230769230769
"5993",12,"MA0873.1",0.000508,0.0145,3395,NA,NA,0.0769230769230769
"5994",0,"MA0874.1",0.0218,0.0389,3821,NA,NA,0.0769230769230769
"5995",1,"MA0874.1",-0.0115,0.108,3821,NA,NA,0.0769230769230769
"5996",2,"MA0874.1",0.00112,0.0477,3821,NA,NA,0.0769230769230769
"5997",3,"MA0874.1",-0.00188,0.0369,3821,NA,NA,0.0769230769230769
"5998",4,"MA0874.1",-0.00335,0.0672,3821,NA,NA,0.0769230769230769
"5999",5,"MA0874.1",-0.0105,0.149,3821,NA,NA,0.0769230769230769
"6000",6,"MA0874.1",0.00834,0.148,3821,NA,NA,0.0769230769230769
"6001",7,"MA0874.1",0.005,0.0554,3821,NA,NA,0.0769230769230769
"6002",8,"MA0874.1",-0.00494,0.0733,3821,NA,NA,0.0769230769230769
"6003",9,"MA0874.1",-0.0131,0.132,3821,NA,NA,0.0769230769230769
"6004",10,"MA0874.1",0.00886,0.167,3821,NA,NA,0.0769230769230769
"6005",11,"MA0874.1",-0.000941,0.0137,3821,NA,NA,0.0769230769230769
"6006",12,"MA0874.1",-0.0059,0.117,3821,NA,NA,0.0769230769230769
"6007",0,"MA0875.1",-0.0323,0.0627,6697,NA,NA,0.0769230769230769
"6008",1,"MA0875.1",0.00148,0.0273,6697,NA,NA,0.0769230769230769
"6009",2,"MA0875.1",-0.00251,0.0372,6697,NA,NA,0.0769230769230769
"6010",3,"MA0875.1",-0.00551,0.0933,6697,NA,NA,0.0769230769230769
"6011",4,"MA0875.1",-0.0011,0.0239,6697,NA,NA,0.0769230769230769
"6012",5,"MA0875.1",-0.00186,0.0444,6697,NA,NA,0.0769230769230769
"6013",6,"MA0875.1",0.0046,0.0841,6697,NA,NA,0.0769230769230769
"6014",7,"MA0875.1",0.00875,0.0982,6697,NA,NA,0.0769230769230769
"6015",8,"MA0875.1",-0.00297,0.047,6697,NA,NA,0.0769230769230769
"6016",9,"MA0875.1",-0.00885,0.0939,6697,NA,NA,0.0769230769230769
"6017",10,"MA0875.1",0.00634,0.117,6697,NA,NA,0.0769230769230769
"6018",11,"MA0875.1",0.00643,0.0707,6697,NA,NA,0.0769230769230769
"6019",12,"MA0875.1",-0.00348,0.0751,6697,NA,NA,0.0769230769230769
"6020",0,"MA0876.1",-0.0359,0.0869,3443,NA,NA,0.0769230769230769
"6021",1,"MA0876.1",0.00154,0.0533,3443,NA,NA,0.0769230769230769
"6022",2,"MA0876.1",-0.00368,0.0643,3443,NA,NA,0.0769230769230769
"6023",3,"MA0876.1",-0.00603,0.107,3443,NA,NA,0.0769230769230769
"6024",4,"MA0876.1",-0.00266,0.0512,3443,NA,NA,0.0769230769230769
"6025",5,"MA0876.1",-0.00353,0.0634,3443,NA,NA,0.0769230769230769
"6026",6,"MA0876.1",0.00573,0.104,3443,NA,NA,0.0769230769230769
"6027",7,"MA0876.1",0.0105,0.119,3443,NA,NA,0.0769230769230769
"6028",8,"MA0876.1",-0.00558,0.0849,3443,NA,NA,0.0769230769230769
"6029",9,"MA0876.1",-0.011,0.115,3443,NA,NA,0.0769230769230769
"6030",10,"MA0876.1",0.00766,0.142,3443,NA,NA,0.0769230769230769
